omega (eV),epsilon 1,epsilon 2,n,k,alpha (1/m)
1.58E+01,-7.55E-01,0.333460739,0.187613,0.888695,1.43E+08
1.59E+01,-7.54E-01,0.332569706,0.187238,0.888093,1.43E+08
1.59E+01,-7.53E-01,0.331625563,0.186836,0.887479,1.43E+08
1.59E+01,-7.52E-01,0.330628979,0.186406,0.886853,1.43E+08
1.59E+01,-7.51E-01,0.329581098,0.185949,0.886211,1.43E+08
1.59E+01,-7.50E-01,0.328483533,0.185468,0.885553,1.43E+08
1.59E+01,-7.49E-01,0.327338343,0.184963,0.884877,1.43E+08
1.59E+01,-7.48E-01,0.326148003,0.184435,0.88418,1.43E+08
1.59E+01,-7.47E-01,0.324915371,0.183887,0.883462,1.43E+08
1.59E+01,-7.46E-01,0.32364364,0.183321,0.882723,1.43E+08
1.59E+01,-7.44E-01,0.322336284,0.182739,0.881959,1.42E+08
1.60E+01,-7.43E-01,0.320997007,0.182142,0.881173,1.42E+08
1.60E+01,-7.42E-01,0.319629678,0.181533,0.880362,1.42E+08
1.60E+01,-7.41E-01,0.318238269,0.180914,0.879527,1.42E+08
1.60E+01,-7.40E-01,0.31682679,0.180288,0.878668,1.42E+08
1.60E+01,-7.38E-01,0.315399224,0.179656,0.877785,1.42E+08
1.60E+01,-7.37E-01,0.313959462,0.179021,0.87688,1.42E+08
1.60E+01,-7.35E-01,0.312511242,0.178384,0.875953,1.42E+08
1.60E+01,-7.34E-01,0.311058091,0.177747,0.875004,1.42E+08
1.60E+01,-7.33E-01,0.309603272,0.177111,0.874037,1.42E+08
1.60E+01,-7.31E-01,0.308149732,0.176479,0.873051,1.42E+08
1.61E+01,-7.30E-01,0.306700064,0.17585,0.872049,1.42E+08
1.61E+01,-7.28E-01,0.305256468,0.175227,0.871032,1.42E+08
1.61E+01,-7.26E-01,0.303820725,0.174609,0.870002,1.42E+08
1.61E+01,-7.25E-01,0.302394175,0.173998,0.868961,1.42E+08
1.61E+01,-7.23E-01,0.300977707,0.173392,0.867911,1.42E+08
1.61E+01,-7.22E-01,0.299571751,0.172793,0.866853,1.41E+08
1.61E+01,-7.20E-01,0.298176282,0.172199,0.865789,1.41E+08
1.61E+01,-7.18E-01,0.296790835,0.171611,0.864721,1.41E+08
1.61E+01,-7.17E-01,0.295414516,0.171027,0.863651,1.41E+08
1.61E+01,-7.15E-01,0.294046034,0.170446,0.862579,1.41E+08
1.62E+01,-7.13E-01,0.29268373,0.169867,0.861507,1.41E+08
1.62E+01,-7.12E-01,0.291325615,0.16929,0.860436,1.41E+08
1.62E+01,-7.10E-01,0.289969416,0.168711,0.859367,1.41E+08
1.62E+01,-7.08E-01,0.288612616,0.16813,0.8583,1.41E+08
1.62E+01,-7.07E-01,0.287252516,0.167546,0.857235,1.41E+08
1.62E+01,-7.05E-01,0.285886278,0.166956,0.856173,1.41E+08
1.62E+01,-7.04E-01,0.284510992,0.166359,0.855113,1.40E+08
1.62E+01,-7.02E-01,0.283123724,0.165752,0.854056,1.40E+08
1.62E+01,-7.00E-01,0.281721579,0.165136,0.853,1.40E+08
1.62E+01,-6.99E-01,0.280301759,0.164507,0.851944,1.40E+08
1.63E+01,-6.97E-01,0.278861614,0.163865,0.850888,1.40E+08
1.63E+01,-6.96E-01,0.277398699,0.163208,0.849829,1.40E+08
1.63E+01,-6.94E-01,0.275910824,0.162536,0.848767,1.40E+08
1.63E+01,-6.92E-01,0.2743961,0.161847,0.8477,1.40E+08
1.63E+01,-6.91E-01,0.27285298,0.161141,0.846626,1.40E+08
1.63E+01,-6.89E-01,0.271280299,0.160418,0.845543,1.40E+08
1.63E+01,-6.88E-01,0.269677301,0.159676,0.84445,1.40E+08
1.63E+01,-6.86E-01,0.268043665,0.158917,0.843343,1.39E+08
1.63E+01,-6.84E-01,0.266379527,0.158141,0.842221,1.39E+08
1.63E+01,-6.83E-01,0.264685483,0.157348,0.841082,1.39E+08
1.64E+01,-6.81E-01,0.262962598,0.156539,0.839925,1.39E+08
1.64E+01,-6.79E-01,0.261212402,0.155716,0.838746,1.39E+08
1.64E+01,-6.77E-01,0.259436874,0.154879,0.837545,1.39E+08
1.64E+01,-6.76E-01,0.257638427,0.154031,0.83632,1.39E+08
1.64E+01,-6.74E-01,0.255819877,0.153173,0.835069,1.39E+08
1.64E+01,-6.72E-01,0.253984414,0.152307,0.833792,1.39E+08
1.64E+01,-6.70E-01,0.252135558,0.151435,0.832486,1.38E+08
1.64E+01,-6.68E-01,0.250277113,0.15056,0.831152,1.38E+08
1.64E+01,-6.66E-01,0.248413114,0.149684,0.82979,1.38E+08
1.64E+01,-6.64E-01,0.246547776,0.14881,0.828398,1.38E+08
1.65E+01,-6.62E-01,0.244685422,0.14794,0.826977,1.38E+08
1.65E+01,-6.60E-01,0.242830431,0.147076,0.825527,1.38E+08
1.65E+01,-6.58E-01,0.240987162,0.146221,0.82405,1.38E+08
1.65E+01,-6.55E-01,0.239159896,0.145378,0.822545,1.37E+08
1.65E+01,-6.53E-01,0.237352762,0.144548,0.821016,1.37E+08
1.65E+01,-6.51E-01,0.235569676,0.143734,0.819462,1.37E+08
1.65E+01,-6.49E-01,0.233814274,0.142938,0.817886,1.37E+08
1.65E+01,-6.46E-01,0.232089855,0.142161,0.81629,1.37E+08
1.65E+01,-6.44E-01,0.230399326,0.141405,0.814677,1.36E+08
1.65E+01,-6.41E-01,0.22874515,0.140671,0.813048,1.36E+08
1.66E+01,-6.39E-01,0.227129303,0.13996,0.811406,1.36E+08
1.66E+01,-6.36E-01,0.225553238,0.139273,0.809755,1.36E+08
1.66E+01,-6.34E-01,0.224017857,0.138608,0.808096,1.36E+08
1.66E+01,-6.31E-01,0.222523492,0.137968,0.806433,1.36E+08
1.66E+01,-6.29E-01,0.221069891,0.13735,0.804768,1.35E+08
1.66E+01,-6.26E-01,0.219656217,0.136755,0.803104,1.35E+08
1.66E+01,-6.24E-01,0.21828106,0.13618,0.801444,1.35E+08
1.66E+01,-6.21E-01,0.216942448,0.135625,0.799789,1.35E+08
1.66E+01,-6.19E-01,0.215637876,0.135087,0.798143,1.35E+08
1.66E+01,-6.16E-01,0.214364341,0.134565,0.796507,1.34E+08
1.67E+01,-6.14E-01,0.213118383,0.134056,0.794883,1.34E+08
1.67E+01,-6.11E-01,0.211896138,0.133558,0.793273,1.34E+08
1.67E+01,-6.09E-01,0.210693394,0.133068,0.791677,1.34E+08
1.67E+01,-6.07E-01,0.209505653,0.132582,0.790096,1.34E+08
1.67E+01,-6.04E-01,0.208328203,0.132099,0.788531,1.33E+08
1.67E+01,-6.02E-01,0.207156185,0.131614,0.786981,1.33E+08
1.67E+01,-6.00E-01,0.20598467,0.131126,0.785447,1.33E+08
1.67E+01,-5.97E-01,0.204808735,0.13063,0.783927,1.33E+08
1.67E+01,-5.95E-01,0.203623539,0.130124,0.782421,1.33E+08
1.67E+01,-5.93E-01,0.202424395,0.129605,0.780926,1.32E+08
1.68E+01,-5.91E-01,0.201206846,0.129071,0.779442,1.32E+08
1.68E+01,-5.89E-01,0.199966734,0.128519,0.777965,1.32E+08
1.68E+01,-5.87E-01,0.198700264,0.127947,0.776493,1.32E+08
1.68E+01,-5.84E-01,0.197404061,0.127353,0.775024,1.32E+08
1.68E+01,-5.82E-01,0.196075227,0.126736,0.773555,1.32E+08
1.68E+01,-5.80E-01,0.194711388,0.126095,0.772082,1.31E+08
1.68E+01,-5.78E-01,0.193310725,0.125428,0.770602,1.31E+08
1.68E+01,-5.76E-01,0.191872014,0.124736,0.769112,1.31E+08
1.68E+01,-5.74E-01,0.190394638,0.124018,0.767608,1.31E+08
1.68E+01,-5.72E-01,0.188878607,0.123275,0.766087,1.31E+08
1.69E+01,-5.70E-01,0.187324558,0.122507,0.764545,1.31E+08
1.69E+01,-5.67E-01,0.185733751,0.121716,0.762979,1.30E+08
1.69E+01,-5.65E-01,0.184108055,0.120903,0.761386,1.30E+08
1.69E+01,-5.63E-01,0.182449927,0.12007,0.759762,1.30E+08
1.69E+01,-5.61E-01,0.180762383,0.11922,0.758106,1.30E+08
1.69E+01,-5.58E-01,0.179048958,0.118354,0.756413,1.30E+08
1.69E+01,-5.56E-01,0.177313666,0.117476,0.754682,1.29E+08
1.69E+01,-5.53E-01,0.17556095,0.116588,0.752911,1.29E+08
1.69E+01,-5.51E-01,0.173795627,0.115694,0.751097,1.29E+08
1.69E+01,-5.48E-01,0.17202283,0.114798,0.74924,1.29E+08
1.70E+01,-5.46E-01,0.170247947,0.113903,0.747338,1.28E+08
1.70E+01,-5.43E-01,0.168476557,0.113012,0.745391,1.28E+08
1.70E+01,-5.40E-01,0.166714366,0.11213,0.743398,1.28E+08
1.70E+01,-5.37E-01,0.164967138,0.11126,0.741358,1.28E+08
1.70E+01,-5.34E-01,0.163240638,0.110406,0.739274,1.27E+08
1.70E+01,-5.31E-01,0.161540557,0.109572,0.737144,1.27E+08
1.70E+01,-5.28E-01,0.15987246,0.108761,0.734971,1.27E+08
1.70E+01,-5.25E-01,0.158241725,0.107977,0.732756,1.26E+08
1.70E+01,-5.22E-01,0.156653486,0.107223,0.7305,1.26E+08
1.70E+01,-5.19E-01,0.155112585,0.106503,0.728206,1.26E+08
1.71E+01,-5.16E-01,0.153623522,0.105819,0.725876,1.25E+08
1.71E+01,-5.12E-01,0.15219042,0.105175,0.723512,1.25E+08
1.71E+01,-5.09E-01,0.150816987,0.104572,0.721117,1.25E+08
1.71E+01,-5.06E-01,0.149506485,0.104012,0.718695,1.24E+08
1.71E+01,-5.02E-01,0.148261708,0.103499,0.716249,1.24E+08
1.71E+01,-4.99E-01,0.147084966,0.103032,0.713781,1.24E+08
1.71E+01,-4.95E-01,0.145978072,0.102614,0.711296,1.23E+08
1.71E+01,-4.92E-01,0.144942337,0.102245,0.708797,1.23E+08
1.71E+01,-4.88E-01,0.143978568,0.101926,0.706288,1.23E+08
1.71E+01,-4.85E-01,0.143087079,0.101657,0.703771,1.22E+08
1.72E+01,-4.81E-01,0.142267698,0.101438,0.701251,1.22E+08
1.72E+01,-4.78E-01,0.141519785,0.101269,0.698732,1.22E+08
1.72E+01,-4.74E-01,0.14084225,0.101148,0.696216,1.21E+08
1.72E+01,-4.71E-01,0.140233581,0.101076,0.693706,1.21E+08
1.72E+01,-4.68E-01,0.139691872,0.101049,0.691207,1.20E+08
1.72E+01,-4.64E-01,0.13921485,0.101068,0.68872,1.20E+08
1.72E+01,-4.61E-01,0.138799913,0.101129,0.686249,1.20E+08
1.72E+01,-4.57E-01,0.138444166,0.101232,0.683796,1.19E+08
1.72E+01,-4.54E-01,0.138144454,0.101374,0.681363,1.19E+08
1.72E+01,-4.51E-01,0.137897406,0.101551,0.678953,1.19E+08
1.73E+01,-4.47E-01,0.137699471,0.101763,0.676568,1.18E+08
1.73E+01,-4.44E-01,0.137546955,0.102006,0.674208,1.18E+08
1.73E+01,-4.41E-01,0.137436065,0.102278,0.671875,1.18E+08
1.73E+01,-4.38E-01,0.13736294,0.102575,0.66957,1.17E+08
1.73E+01,-4.35E-01,0.137323693,0.102896,0.667294,1.17E+08
1.73E+01,-4.32E-01,0.137314443,0.103237,0.665047,1.17E+08
1.73E+01,-4.29E-01,0.137331348,0.103595,0.66283,1.16E+08
1.73E+01,-4.26E-01,0.137370637,0.103968,0.660642,1.16E+08
1.73E+01,-4.23E-01,0.137428637,0.104353,0.658482,1.16E+08
1.73E+01,-4.20E-01,0.137501799,0.104747,0.656351,1.15E+08
1.74E+01,-4.17E-01,0.137586726,0.105149,0.654248,1.15E+08
1.74E+01,-4.14E-01,0.137680185,0.105555,0.652171,1.15E+08
1.74E+01,-4.11E-01,0.137779132,0.105964,0.65012,1.14E+08
1.74E+01,-4.09E-01,0.137880725,0.106374,0.648093,1.14E+08
1.74E+01,-4.06E-01,0.137982338,0.106783,0.646088,1.14E+08
1.74E+01,-4.03E-01,0.138081569,0.107189,0.644104,1.14E+08
1.74E+01,-4.01E-01,0.138176247,0.10759,0.64214,1.13E+08
1.74E+01,-3.98E-01,0.138264443,0.107987,0.640192,1.13E+08
1.74E+01,-3.96E-01,0.138344468,0.108376,0.638261,1.13E+08
1.74E+01,-3.93E-01,0.138414879,0.108758,0.636342,1.12E+08
1.75E+01,-3.91E-01,0.138474474,0.109132,0.634436,1.12E+08
1.75E+01,-3.88E-01,0.138522298,0.109497,0.632538,1.12E+08
1.75E+01,-3.86E-01,0.138557634,0.109853,0.630648,1.12E+08
1.75E+01,-3.83E-01,0.138580004,0.1102,0.628763,1.11E+08
1.75E+01,-3.81E-01,0.138589161,0.110539,0.626881,1.11E+08
1.75E+01,-3.78E-01,0.138585089,0.110868,0.625001,1.11E+08
1.75E+01,-3.76E-01,0.138567996,0.111189,0.623119,1.11E+08
1.75E+01,-3.73E-01,0.138538304,0.111502,0.621234,1.10E+08
1.75E+01,-3.71E-01,0.138496653,0.111809,0.619345,1.10E+08
1.75E+01,-3.69E-01,0.138443886,0.11211,0.617449,1.10E+08
1.76E+01,-3.66E-01,0.138381048,0.112405,0.615545,1.09E+08
1.76E+01,-3.64E-01,0.138309381,0.112698,0.613631,1.09E+08
1.76E+01,-3.61E-01,0.138230313,0.112988,0.611705,1.09E+08
1.76E+01,-3.59E-01,0.138145459,0.113277,0.609766,1.09E+08
1.76E+01,-3.57E-01,0.138056607,0.113568,0.607812,1.08E+08
1.76E+01,-3.54E-01,0.137965719,0.113863,0.605843,1.08E+08
1.76E+01,-3.52E-01,0.137874916,0.114162,0.603857,1.08E+08
1.76E+01,-3.49E-01,0.137786479,0.114468,0.601854,1.07E+08
1.76E+01,-3.47E-01,0.13770283,0.114785,0.599832,1.07E+08
1.76E+01,-3.44E-01,0.137626533,0.115113,0.597791,1.07E+08
1.77E+01,-3.42E-01,0.137560275,0.115455,0.59573,1.07E+08
1.77E+01,-3.39E-01,0.137506859,0.115815,0.59365,1.06E+08
1.77E+01,-3.36E-01,0.137469187,0.116194,0.591551,1.06E+08
1.77E+01,-3.34E-01,0.137450249,0.116596,0.589432,1.06E+08
1.77E+01,-3.31E-01,0.1374531,0.117022,0.587294,1.05E+08
1.77E+01,-3.29E-01,0.137480849,0.117477,0.585138,1.05E+08
1.77E+01,-3.26E-01,0.137536634,0.117963,0.582965,1.05E+08
1.77E+01,-3.23E-01,0.137623599,0.118483,0.580776,1.04E+08
1.77E+01,-3.21E-01,0.137744875,0.119039,0.578572,1.04E+08
1.77E+01,-3.18E-01,0.137903548,0.119634,0.576357,1.04E+08
1.78E+01,-3.15E-01,0.13810264,0.120271,0.574131,1.03E+08
1.78E+01,-3.12E-01,0.138345074,0.120953,0.571897,1.03E+08
1.78E+01,-3.10E-01,0.138633647,0.121681,0.569658,1.03E+08
1.78E+01,-3.07E-01,0.138971003,0.122459,0.567417,1.02E+08
1.78E+01,-3.04E-01,0.139359599,0.123288,0.565177,1.02E+08
1.78E+01,-3.01E-01,0.139801677,0.124171,0.562942,1.02E+08
1.78E+01,-2.99E-01,0.140299231,0.125107,0.560715,1.01E+08
1.78E+01,-2.96E-01,0.140853983,0.1261,0.558502,1.01E+08
1.78E+01,-2.93E-01,0.14146735,0.127149,0.556305,1.01E+08
1.78E+01,-2.91E-01,0.142140423,0.128256,0.554129,1.00E+08
1.79E+01,-2.88E-01,0.142873936,0.129419,0.55198,9.99E+07
1.79E+01,-2.85E-01,0.143668253,0.13064,0.549861,9.95E+07
1.79E+01,-2.83E-01,0.144523344,0.131918,0.547778,9.92E+07
1.79E+01,-2.80E-01,0.145438771,0.13325,0.545736,9.89E+07
1.79E+01,-2.78E-01,0.146413678,0.134636,0.543738,9.86E+07
1.79E+01,-2.75E-01,0.147446785,0.136074,0.541791,9.83E+07
1.79E+01,-2.73E-01,0.148536382,0.13756,0.539898,9.80E+07
1.79E+01,-2.70E-01,0.149680335,0.139092,0.538064,9.77E+07
1.79E+01,-2.68E-01,0.150876089,0.140666,0.536293,9.75E+07
1.79E+01,-2.66E-01,0.152120683,0.142278,0.534589,9.72E+07
1.80E+01,-2.63E-01,0.153410764,0.143924,0.532956,9.70E+07
1.80E+01,-2.61E-01,0.15474261,0.1456,0.531397,9.67E+07
1.80E+01,-2.59E-01,0.156112154,0.147299,0.529914,9.65E+07
1.80E+01,-2.57E-01,0.157515013,0.149018,0.528511,9.63E+07
1.80E+01,-2.55E-01,0.158946525,0.150749,0.527188,9.61E+07
1.80E+01,-2.53E-01,0.160401785,0.152488,0.525947,9.60E+07
1.80E+01,-2.52E-01,0.161875686,0.154229,0.52479,9.58E+07
1.80E+01,-2.50E-01,0.16336296,0.155966,0.523715,9.57E+07
1.80E+01,-2.48E-01,0.164858227,0.157692,0.522723,9.55E+07
1.80E+01,-2.47E-01,0.166356038,0.159402,0.521813,9.54E+07
1.81E+01,-2.45E-01,0.167850926,0.16109,0.520984,9.53E+07
1.81E+01,-2.44E-01,0.169337451,0.162752,0.520233,9.52E+07
1.81E+01,-2.43E-01,0.170810245,0.16438,0.519558,9.52E+07
1.81E+01,-2.42E-01,0.172264063,0.165971,0.518957,9.51E+07
1.81E+01,-2.41E-01,0.17369382,0.16752,0.518426,9.51E+07
1.81E+01,-2.40E-01,0.175094636,0.169023,0.517962,9.50E+07
1.81E+01,-2.39E-01,0.176461871,0.170474,0.517561,9.50E+07
1.81E+01,-2.38E-01,0.177791161,0.171872,0.517218,9.50E+07
1.81E+01,-2.37E-01,0.179078443,0.173213,0.51693,9.50E+07
1.81E+01,-2.37E-01,0.180319981,0.174495,0.516692,9.50E+07
1.82E+01,-2.36E-01,0.181512388,0.175714,0.516499,9.50E+07
1.82E+01,-2.35E-01,0.182652637,0.17687,0.516347,9.50E+07
1.82E+01,-2.35E-01,0.183738066,0.177961,0.516231,9.51E+07
1.82E+01,-2.34E-01,0.184766389,0.178986,0.516147,9.51E+07
1.82E+01,-2.34E-01,0.185735685,0.179945,0.51609,9.51E+07
1.82E+01,-2.34E-01,0.186644395,0.180838,0.516055,9.52E+07
1.82E+01,-2.33E-01,0.187491306,0.181664,0.51604,9.52E+07
1.82E+01,-2.33E-01,0.188275535,0.182424,0.516038,9.53E+07
1.82E+01,-2.33E-01,0.188996507,0.183119,0.516048,9.53E+07
1.82E+01,-2.33E-01,0.189653927,0.18375,0.516065,9.54E+07
1.83E+01,-2.32E-01,0.190247755,0.184318,0.516086,9.55E+07
1.83E+01,-2.32E-01,0.190778172,0.184824,0.516107,9.55E+07
1.83E+01,-2.32E-01,0.191245549,0.18527,0.516127,9.56E+07
1.83E+01,-2.32E-01,0.191650415,0.185657,0.516142,9.56E+07
1.83E+01,-2.32E-01,0.191993418,0.185986,0.51615,9.57E+07
1.83E+01,-2.32E-01,0.192275302,0.18626,0.516149,9.57E+07
1.83E+01,-2.32E-01,0.192496864,0.186479,0.516137,9.58E+07
1.83E+01,-2.32E-01,0.192658937,0.186645,0.516111,9.58E+07
1.83E+01,-2.31E-01,0.192762355,0.186759,0.516072,9.59E+07
1.83E+01,-2.31E-01,0.192807932,0.186824,0.516016,9.59E+07
1.84E+01,-2.31E-01,0.192796449,0.186839,0.515942,9.60E+07
1.84E+01,-2.31E-01,0.192728632,0.186807,0.51585,9.60E+07
1.84E+01,-2.31E-01,0.192605147,0.186728,0.515737,9.60E+07
1.84E+01,-2.31E-01,0.192426594,0.186604,0.515603,9.61E+07
1.84E+01,-2.31E-01,0.192193508,0.186434,0.515446,9.61E+07
1.84E+01,-2.31E-01,0.191906363,0.186221,0.515265,9.61E+07
1.84E+01,-2.31E-01,0.191565583,0.185965,0.515058,9.61E+07
1.84E+01,-2.31E-01,0.191171556,0.185667,0.514824,9.61E+07
1.84E+01,-2.30E-01,0.190724652,0.185327,0.514562,9.61E+07
1.84E+01,-2.30E-01,0.190225246,0.184947,0.51427,9.61E+07
1.85E+01,-2.30E-01,0.189673743,0.184527,0.513946,9.61E+07
1.85E+01,-2.30E-01,0.189070605,0.184068,0.513588,9.61E+07
1.85E+01,-2.30E-01,0.188416379,0.183572,0.513195,9.61E+07
1.85E+01,-2.29E-01,0.187711728,0.183039,0.512765,9.60E+07
1.85E+01,-2.29E-01,0.18695746,0.182471,0.512295,9.60E+07
1.85E+01,-2.29E-01,0.186154556,0.181868,0.511784,9.60E+07
1.85E+01,-2.29E-01,0.185304196,0.181234,0.511229,9.59E+07
1.85E+01,-2.28E-01,0.184407785,0.180569,0.510629,9.58E+07
1.85E+01,-2.28E-01,0.183466972,0.179876,0.509982,9.58E+07
1.85E+01,-2.27E-01,0.182483668,0.179157,0.509285,9.57E+07
1.86E+01,-2.27E-01,0.181460055,0.178414,0.508536,9.56E+07
1.86E+01,-2.26E-01,0.180398597,0.177651,0.507734,9.55E+07
1.86E+01,-2.26E-01,0.179302037,0.176869,0.506877,9.54E+07
1.86E+01,-2.25E-01,0.178173396,0.176073,0.505965,9.53E+07
1.86E+01,-2.24E-01,0.177015961,0.175265,0.504994,9.52E+07
1.86E+01,-2.24E-01,0.175833268,0.17445,0.503965,9.50E+07
1.86E+01,-2.23E-01,0.174629079,0.17363,0.502877,9.49E+07
1.86E+01,-2.22E-01,0.173407357,0.17281,0.501729,9.47E+07
1.86E+01,-2.21E-01,0.172172232,0.171993,0.500522,9.45E+07
1.86E+01,-2.20E-01,0.17092796,0.171183,0.499254,9.43E+07
1.87E+01,-2.19E-01,0.169678888,0.170385,0.497928,9.41E+07
1.87E+01,-2.18E-01,0.168429407,0.169602,0.496544,9.39E+07
1.87E+01,-2.17E-01,0.167183901,0.168837,0.495103,9.37E+07
1.87E+01,-2.15E-01,0.165946707,0.168096,0.493607,9.35E+07
1.87E+01,-2.14E-01,0.16472206,0.167381,0.492058,9.32E+07
1.87E+01,-2.13E-01,0.163514048,0.166695,0.490457,9.30E+07
1.87E+01,-2.11E-01,0.162326565,0.166043,0.488809,9.27E+07
1.87E+01,-2.10E-01,0.161163266,0.165427,0.487114,9.24E+07
1.87E+01,-2.08E-01,0.160027527,0.164849,0.485377,9.21E+07
1.87E+01,-2.07E-01,0.158922408,0.164311,0.483601,9.19E+07
1.88E+01,-2.05E-01,0.157850624,0.163817,0.48179,9.16E+07
1.88E+01,-2.04E-01,0.156814512,0.163367,0.479946,9.13E+07
1.88E+01,-2.02E-01,0.155816019,0.162962,0.478074,9.10E+07
1.88E+01,-2.00E-01,0.154856684,0.162604,0.476177,9.06E+07
1.88E+01,-1.99E-01,0.153937629,0.162293,0.474259,9.03E+07
1.88E+01,-1.97E-01,0.153059564,0.162028,0.472324,9.00E+07
1.88E+01,-1.95E-01,0.152222791,0.16181,0.470376,8.97E+07
1.88E+01,-1.93E-01,0.15142722,0.161637,0.468417,8.94E+07
1.88E+01,-1.91E-01,0.150672383,0.16151,0.46645,8.90E+07
1.88E+01,-1.90E-01,0.149957468,0.161425,0.46448,8.87E+07
1.89E+01,-1.88E-01,0.149281345,0.161383,0.462508,8.84E+07
1.89E+01,-1.86E-01,0.148642604,0.16138,0.460536,8.80E+07
1.89E+01,-1.84E-01,0.148039597,0.161415,0.458568,8.77E+07
1.89E+01,-1.82E-01,0.14747048,0.161486,0.456603,8.74E+07
1.89E+01,-1.81E-01,0.146933257,0.161591,0.454645,8.70E+07
1.89E+01,-1.79E-01,0.146425834,0.161727,0.452693,8.67E+07
1.89E+01,-1.77E-01,0.145946061,0.161893,0.450749,8.64E+07
1.89E+01,-1.75E-01,0.145491785,0.162085,0.448812,8.61E+07
1.89E+01,-1.73E-01,0.145060893,0.162303,0.446883,8.57E+07
1.89E+01,-1.72E-01,0.144651361,0.162544,0.444961,8.54E+07
1.90E+01,-1.70E-01,0.144261291,0.162807,0.443045,8.51E+07
1.90E+01,-1.68E-01,0.143888956,0.16309,0.441134,8.48E+07
1.90E+01,-1.66E-01,0.143532833,0.163392,0.439228,8.45E+07
1.90E+01,-1.64E-01,0.143191628,0.163713,0.437326,8.41E+07
1.90E+01,-1.63E-01,0.142864308,0.164052,0.435424,8.38E+07
1.90E+01,-1.61E-01,0.14255012,0.164409,0.433524,8.35E+07
1.90E+01,-1.59E-01,0.142248601,0.164784,0.431622,8.32E+07
1.90E+01,-1.57E-01,0.14195959,0.165178,0.429717,8.28E+07
1.90E+01,-1.56E-01,0.141683233,0.165592,0.427809,8.25E+07
1.90E+01,-1.54E-01,0.141419978,0.166026,0.425896,8.22E+07
1.91E+01,-1.52E-01,0.141170566,0.166484,0.423977,8.19E+07
1.91E+01,-1.50E-01,0.140936023,0.166965,0.422051,8.15E+07
1.91E+01,-1.48E-01,0.140717642,0.167474,0.420118,8.12E+07
1.91E+01,-1.47E-01,0.140516957,0.168011,0.418178,8.09E+07
1.91E+01,-1.45E-01,0.140335725,0.168579,0.416231,8.05E+07
1.91E+01,-1.43E-01,0.140175893,0.169181,0.414277,8.02E+07
1.91E+01,-1.41E-01,0.140039568,0.16982,0.412317,7.99E+07
1.91E+01,-1.39E-01,0.139928985,0.170498,0.410353,7.95E+07
1.91E+01,-1.37E-01,0.139846473,0.171218,0.408386,7.92E+07
1.91E+01,-1.36E-01,0.139794414,0.171983,0.406419,7.88E+07
1.92E+01,-1.34E-01,0.139775214,0.172795,0.404453,7.85E+07
1.92E+01,-1.32E-01,0.139791262,0.173657,0.402492,7.82E+07
1.92E+01,-1.30E-01,0.139844893,0.17457,0.40054,7.78E+07
1.92E+01,-1.28E-01,0.139938354,0.175538,0.398599,7.75E+07
1.92E+01,-1.26E-01,0.140073771,0.17656,0.396675,7.72E+07
1.92E+01,-1.24E-01,0.14025311,0.177639,0.394771,7.68E+07
1.92E+01,-1.22E-01,0.140478153,0.178774,0.392892,7.65E+07
1.92E+01,-1.21E-01,0.140750462,0.179968,0.391043,7.62E+07
1.92E+01,-1.19E-01,0.141071355,0.181219,0.389229,7.59E+07
1.92E+01,-1.17E-01,0.141441876,0.182527,0.387456,7.56E+07
1.93E+01,-1.15E-01,0.141862781,0.18389,0.385728,7.53E+07
1.93E+01,-1.13E-01,0.142334507,0.185307,0.384051,7.50E+07
1.93E+01,-1.11E-01,0.142857162,0.186776,0.38243,7.47E+07
1.93E+01,-1.10E-01,0.143430506,0.188293,0.38087,7.44E+07
1.93E+01,-1.08E-01,0.14405394,0.189856,0.379378,7.42E+07
1.93E+01,-1.06E-01,0.144726496,0.191459,0.377956,7.39E+07
1.93E+01,-1.05E-01,0.145446834,0.1931,0.376611,7.37E+07
1.93E+01,-1.03E-01,0.146213232,0.194772,0.375345,7.35E+07
1.93E+01,-1.01E-01,0.147023593,0.19647,0.374163,7.33E+07
1.93E+01,-9.99E-02,0.147875444,0.198188,0.373068,7.31E+07
1.94E+01,-9.85E-02,0.148765942,0.19992,0.372063,7.30E+07
1.94E+01,-9.71E-02,0.149691884,0.20166,0.37115,7.28E+07
1.94E+01,-9.58E-02,0.15064972,0.203399,0.37033,7.27E+07
1.94E+01,-9.45E-02,0.151635568,0.205132,0.369605,7.26E+07
1.94E+01,-9.34E-02,0.152645233,0.206851,0.368974,7.25E+07
1.94E+01,-9.23E-02,0.153674229,0.208548,0.368438,7.24E+07
1.94E+01,-9.12E-02,0.154717806,0.210217,0.367996,7.24E+07
1.94E+01,-9.03E-02,0.155770973,0.21185,0.367645,7.24E+07
1.94E+01,-8.94E-02,0.156828537,0.21344,0.367383,7.23E+07
1.94E+01,-8.86E-02,0.157885129,0.214981,0.367208,7.24E+07
1.95E+01,-8.79E-02,0.158935242,0.216465,0.367116,7.24E+07
1.95E+01,-8.73E-02,0.159973273,0.217886,0.367103,7.24E+07
1.95E+01,-8.67E-02,0.160993557,0.219239,0.367164,7.25E+07
1.95E+01,-8.63E-02,0.161990414,0.220519,0.367294,7.25E+07
1.95E+01,-8.59E-02,0.162958186,0.221719,0.367488,7.26E+07
1.95E+01,-8.56E-02,0.163891284,0.222836,0.36774,7.27E+07
